Naam,Alternatieve namen,Plaats,Beginjaar,Eindjaar,Einddatum,Levensbeschouwing
Sparta,,Eindhoven,Voetbal,1907,1909,Neutraal
Sparta,,Dordrecht,Voetbal,1911,1911,Neutraal
Sparta,,Groningen,Voetbal,1938,,Protestants-christelijk
Sparta,,Westerhoven,Voetbal,1915,,Rooms-katholiek
Sparta,,Roosendaal,Voetbal,1915,1916,Rooms-katholiek
Sparta,,Apeldoorn,Voetbal,1935,,Protestants-christelijk
Sparta,,Terneuzen,Voetbal,1917,1920,Neutraal
Sparta,,Wierden,Voetbal,1904,1910,Neutraal
Sparta,,Roermond,Voetbal,1909,1910,Neutraal
Sparta,,Puiflijk,Voetbal,1914,,Rooms-katholiek
Sparta,,Breda,Voetbal,1915,1915,Rooms-katholiek
Sparta,,Delden,Voetbal,1916,1918,Rooms-katholiek
Sparta,,Den Haag,Voetbal,1899,1909,Neutraal
Sparta,,Loenersloot,Voetbal,1934,1942,Rooms-katholiek
Sparta,,Wijchen,Voetbal,1927,,Rooms-katholiek
Sparta,,Roosendaal,Voetbal,1910,1910,Neutraal
Sparta,,Enschede,Voetbal,1921,,Protestants-christelijk
Sparta,,Doetinchem,Voetbal,1906,1906,Neutraal
Sparta,,Sneek,Voetbal,1905,1907,Neutraal
Sparta,,Hengelo,Voetbal,1905,1906,Neutraal
Sparta,,Middelaar,Voetbal,1918,1920,Rooms-katholiek
Sparta,,Groeningen,Voetbal,1923,1924,Rooms-katholiek
Sparta,,Nijkerk,Voetbal,1931,,Protestants-christelijk
Sparta,,Den Helder ?,Voetbal,1909,,Neutraal
Sparta,,Tholen,Voetbal,1922,1922,Neutraal
Sparta,,Heeze,Voetbal,1919,,Rooms-katholiek
Sparta,,Dokkum,Voetbal,1932,1932,Protestants-christelijk
Sparta,,Groningen ?,Voetbal,1917,1918,Neutraal
Sparta,,Ginneken (Breda),Voetbal,1895,1906,Neutraal
Sparta,,Tilburg,Voetbal,1922,,Rooms-katholiek
Sparta,,Haastrecht,Voetbal,1902,1906,Neutraal
Sparta,,Amsterdam,Voetbal,1895,1900,Neutraal
Sparta,,Rijssen,Voetbal,1929,1937,Protestants-christelijk
Sparta,V.V.S.,Oosterhout,Voetbal,1930,,Rooms-katholiek
Sparta,,Amsterdam,Voetbal,1908,1909,Neutraal
Sparta,,Sittard,Voetbal,1909,1910,Neutraal
Sparta,,Sittard,Voetbal,1922,,Rooms-katholiek
Sparta,,Woensel (Eindhoven),Voetbal,1928,,Rooms-katholiek
Sparta,Rotterdamsche cricket- en footbalclub Sparta,Rotterdam,Voetbal,1888,,Neutraal
Sparta,,Dieren,Voetbal,1908,1909,Neutraal
Sparta,,Heythuysen,Voetbal,1929,,Rooms-katholiek
Sparta,,Beek en Donk,Voetbal,1920,1921,Rooms-katholiek
Sparta,,Beek en Donk,Voetbal,1925,,Rooms-katholiek
Sparta,,Meppel,Voetbal,1929,1937,Protestants-christelijk
Sparta,,Hengelo,Voetbal,1920,1920,Neutraal
Sparta,,Leiden,Voetbal,1905,1908,Neutraal
Sparta,,Fijnaart,Voetbal,1920,,Rooms-katholiek
Sparta,,Haarlem,Voetbal,1904,1909,Neutraal
Sparta,,Venlo,Voetbal,1921,1921,Neutraal
Sparta,,Stratum (Eindhoven),Voetbal,1934,,Neutraal
Sparta,,Boxtel,Voetbal,1931,1936,Rooms-katholiek
Sparta,,Borger,Voetbal,1924,,Neutraal
Sparta,,Rolduc,Voetbal,1917,1918,Rooms-katholiek
Sparta,,Herkenbosch,Voetbal,1936,1937,Rooms-katholiek
Sparta,,Haastrecht,Voetbal,1910,1910,Neutraal
Sparta Boys,Sparta,Westerhoven,Voetbal,1927,1939,Rooms-katholiek
Sparta (zaterdag),,Nijkerk,Voetbal,1935,1936,Neutraal
Spartaan,,Amsterdam,Voetbal,1924,,Protestants-christelijk
Spartacus,Sparta//De Spartanen,Enschede,Voetbal,1906,1914,Neutraal
Spartanen,Sparta,Wognum,Voetbal,1929,,Rooms-katholiek
Spartania,,Nijmegen,Voetbal,1921,1937,Neutraal
Spartania,,Puiflijk (Druten),Voetbal,1928,1934,Rooms-katholiek
Sparticus,,Amsterdam,Voetbal,1915,1918,Neutraal
Sparticus,,Amsterdam,Voetbal,1920,1937,Neutraal
Sparticuskring,Sparticus,Rotterdam,Voetbal,1921,1923,Neutraal
Spatero,,Rotterdam,Voetbal,1931,1945,Neutraal
Spatram,Sparta,Arnhem,Voetbal,1918,1929,Neutraal
Spaubeek,,Spaubeek-Beek,Voetbal,1928,,Rooms-katholiek
S.P.C. (Sint Pancratius Club),,Roelofarendsveen,Voetbal,1922,1923,Rooms-katholiek
S.P.C. (Stratumsche Patronaats Club),,Eindhoven,Voetbal,1930,1940,Rooms-katholiek
Spekholzerheide,,Spekholzerheide,Voetbal,1924,1941,Rooms-katholiek
Spekholzerheidsche Boys,,Spekholzerheide,Voetbal,1934,1935,Neutraal
Spero,,Elst Gl,Voetbal,1931,,Rooms-katholiek
Sperwers,,Arnhem,Voetbal,1928,1930,Rooms-katholiek
Spes,,Ulft (Ulft II),Voetbal,1921,1925,Rooms-katholiek
Spido,,Rotterdam,Voetbal,1921,1922,Neutraal
Spido,,Zwartewaal,Voetbal,1931,1937,Neutraal
Spijkenisse,D.O.S.,Spijkenisse,Voetbal,1922,1940,Neutraal
Spinola,,Terheijden,Voetbal,1920,1924,Rooms-katholiek
Splendor,,Nijmegen,Voetbal,1929,1930,Neutraal
Spoolde,V.V.S.,Spoolde,Voetbal,1921,1926,Neutraal
Spoorvogels,,Amsterdam,Voetbal,1920,1920,Neutraal
Spoorvogels,,Haarlem,Voetbal,1921,1924,Neutraal
Spoorvogels,Zutphensche Boys,Zutphen,Voetbal,1923,1925,Neutraal
Spoorvogels,,Amsterdam,Voetbal,1913,,Neutraal
Spoorvogels (zaterdag tot 1934),,Amersfoort,Voetbal,1931,1942,Neutraal
Spoorwijk,,Den Haag,Voetbal,1925,,Neutraal
Sport,Achilles,Amsterdam,Voetbal,1921,,Neutraal
Sport en Strijd,,Delft,Voetbal,1929,,Socialistisch
Sport en Strijd (S. en S.),,Dordrecht,Voetbal,1914,1925,Neutraal
S.P.O.R.T. (Samenspel Past Op Rechte Tijd),,Amsterdam,Voetbal,1915,,Neutraal
Sport Vereent,,Santpoort,Voetbal,1923,1926,Neutraal
Sport Vereent,,IJmuiden,Voetbal,1929,1941,Socialistisch
Sport Vereent,,Oldeberkoop,Voetbal,1930,,Neutraal
Sportclub,,Zwolle,Voetbal,1930,1930,Protestants-christelijk
Sportclub,,Zwolle,Voetbal,1930,,Neutraal
Sportclub,,Barneveld,Voetbal,1934,1937,Rooms-katholiek
Sportclub,,Notter bij Nijverdal,Voetbal,1931,1934,Protestants-christelijk
Sportclub,,Bocholtz,Voetbal,1925,,Rooms-katholiek
Sportclub 1937,,Tilburg,Voetbal,1937,1942,Neutraal
Sportclub Ameland,,Hollum (Ameland),Voetbal,1928,,Neutraal
Sportclub Assen,,Assen,Voetbal,1926,1927,Neutraal
Sportclub Breedevoort,,Bredevoort,Voetbal,1935,1936,Protestants-christelijk
Sportclub Eibergen,,Eibergen,Voetbal,1936,,Rooms-katholiek
Sportclub Elsevier,,Amsterdam,Voetbal,1929,1937,Neutraal
Sportclub Emma,Emma//Zwart Bruin//Staatsmijn Emma,Treebeek (Hoensbroek),Voetbal,1917,,Neutraal
Sportclub Genemuiden,Sportclub,Genemuiden,Voetbal,1930,,Protestants-christelijk
Sportclub Hartelust,,Leeuwarden,Voetbal,1938,1942,Neutraal
Sportclub Heumen,Ajax,Heumen,Voetbal,1931,,Rooms-katholiek
Sportclub Makkinga,K.M.D. (Klein Maar Dapper)//M.V.C. (Makkingaster Voetbal Club)//Makkinga,Makkinga,Voetbal,1936,,Neutraal
Sportclub Markelo,,Markelo,Voetbal,1936,,Neutraal
Sportclub P.K.,,Breda,Voetbal,1936,,Neutraal
Sportclub Rhoon,V.V.O.,Rhoon,Voetbal,1934,1942,Neutraal
Sportclub Zoelen (S.C.Z.),Z.A.C.,Zoelen,Voetbal,1929,1942,Neutraal
Sporters,Sport,Hoorn,Voetbal,1934,,Neutraal
Sportieve Ster,,Heerlerheide,Voetbal,1919,1926,Rooms-katholiek
Sportieve Ster,,Heerlerheide,Voetbal,1930,1942,Neutraal
Sportlust,,Rotterdam,Voetbal,1925,1942,Neutraal
Sportlust,,Utrecht,Voetbal,1919,1923,Neutraal
Sportlust,,Vriezenveen,Voetbal,1933,1935,Protestants-christelijk
Sportlust,,Heerlen,Voetbal,1929,1929,Neutraal
Sportlust,,Glanerbrug,Voetbal,1931,,Protestants-christelijk
Sportman,,Leiden,Voetbal,1931,,Neutraal
Sportman,Concordia,Leiden,Voetbal,1920,1922,Neutraal
Sportman,N.O.A.D.,Woensel,Voetbal,1918,1919,Neutraal
Sportvereeniging 1920,O.S.S.,Oss,Voetbal,1920,1934,Neutraal
Sportvereeniging 1932,,Bussum,Voetbal,1932,,Socialistisch
Sportvereeniging 1935 (zaterdag),,Wassenaar,Voetbal,1935,,Neutraal
Sportvereeniging Gaasterland,,Oudemirdum,Voetbal,1920,1921,Neutraal
Sportvereeniging Gemeente Telefoon (zaterdag),,Den Haag,Voetbal,1936,,Neutraal
Sportvereeniging Petrolea (ook zaterdag),,Den Haag,Voetbal,1925,,Neutraal
Sportvogels,Victoria,Utrecht,Voetbal,1931,1938,Neutraal
Sprang,N.E.O.,Sprang,Voetbal,1925,1942,Neutraal
Sprang,S.V.V.,Sprang,Voetbal,1919,1925,Neutraal
Sprangsche Boys,S.D.O.,Sprang,Voetbal,1934,1942,Neutraal
Springbokken,O.A.Z.,Arnhem,Voetbal,1925,1933,Neutraal
Sprundel,,Sprundel,Voetbal,1934,,Rooms-katholiek
S.P.V.,,Vlierden (gem. Deurne),Voetbal,1931,1939,Rooms-katholiek
S.P.V.,,Leeuwarden,Voetbal,1938,1942,Neutraal
S.R.A. (zaterdag),R.A.P.,Rotterdam,Voetbal,1931,1942,Neutraal
S.R.B.,,Rotterdam,Voetbal,1935,,Neutraal
S.R.C.,,Amersfoort,Voetbal,1933,,Neutraal
S.R.C. (Schager Racing Club),,Schagen,Voetbal,1930,,Rooms-katholiek
S.R.M.,,Groningen,Voetbal,1934,1937,Neutraal
S.R.M.,,Groningen,Voetbal,1939,1940,Neutraal
S.S.,,onbekend,Voetbal,1937,1937,Neutraal
S.S. (Spoorweg Sportclub),,Zwolle,Voetbal,1921,,Neutraal
S.S.C.,,Steenwijk,Voetbal,1919,1940,Neutraal
S.S.C.,Steenwijk,Steenwijk,Voetbal,1916,1917,Neutraal
S.S.C.,,Heerlen,Voetbal,1921,1921,Neutraal
S.S.C.,,Steenwijk,Voetbal,1915,1916,Neutraal
S.S.C.,,Wassenaar?,Voetbal,1932,1941,Neutraal
S.S.C.,,Leeuwarden,Voetbal,1911,1912,Neutraal
S.S.D.O.,,Amsterdam,Voetbal,1922,1931,Neutraal
S.S.D.S. (Steeds Sterker Door Samenspel) (ook zaterdag),S.D.S.,Scheveningen,Voetbal,1925,1939,Neutraal
S.S.I.O.S.,,Schiedam,Voetbal,1923,1924,Neutraal
S.S.S.,,Swalmen,Voetbal,1925,,Rooms-katholiek
S.S.S.,,Woerden,Voetbal,1901,1902,Neutraal
S.S.S.,,Apeldoorn,Voetbal,1925,,Protestants-christelijk
S.S.S.,,Doorn,Voetbal,1906,1923,Neutraal
S.S.S.,,Harkema-Opeinde,Voetbal,1936,1937,Protestants-christelijk
S.S.S.,,Baarn,Voetbal,1934,,Socialistisch
S.S.S.,,Baarn,Voetbal,1937,1938,Neutraal
S.S.S.,,Zutphen,Voetbal,1936,,Protestants-christelijk
S.S.S.,,Beerta,Voetbal,1914,1914,
S.S.S.,,Budel,Voetbal,1919,1922,Rooms-katholiek
S.S.S.,,Wouw,Voetbal,1915,1918,Rooms-katholiek
S.S.S.,,Winschoten,Voetbal,1931,1933,Protestants-christelijk
S.S.S.,Maas,Rotterdam,Voetbal,1930,1933,Protestants-christelijk
S.S.S. (Sport Staalt Spieren),,Eibergen,Voetbal,1934,2006,Protestants-christelijk
S.S.S. (Sport Staalt Spieren),,Apeldoorn,Voetbal,1902,1906,Neutraal
S.S.S. (Sport Staalt Spieren),,Schalkwijk,Voetbal,1921,,Rooms-katholiek
S.S.S. (Sport Staalt Spieren),,Udenhout,Voetbal,1928,,Rooms-katholiek
S.S.S. (Sport Staalt Spieren),Overloon,Overloon,Voetbal,1918,,Rooms-katholiek
S.S.S. (Sport Staalt Spieren),Hercules,Klaaswaal,Voetbal,1920,1940,Neutraal
S.S.V.,,Swalmen,Voetbal,1919,,Rooms-katholiek
S.S.V.,,Schoten,Voetbal,1913,1914,Neutraal
S.S.V.,,Breda,Voetbal,1923,1924,Neutraal
S.S.V.,,Schaijk,Voetbal,1939,,Rooms-katholiek
S.S.V.,Rood Wit,Spaarndam (Haarlem),Voetbal,1920,1922,Neutraal
S.S.V.,,Spijk NB,Voetbal,1934,1935,Neutraal
S.S.V.,,Stroe,Voetbal,1934,1938,Neutraal
S.S.W. (Steeds Sterker Worden),V.I.O.S.//De Kieviten,Dordrecht,Voetbal,1919,,Neutraal
S.S.Z. (Spoorweg Sportvereeniging Zwolle),S.S.//Jumbo,Zwolle,Voetbal,1922,1923,Neutraal
S.S.Z. (Sterk Samenspel Zegeviert),H.S.M.,Amsterdam,Voetbal,1934,1941,Neutraal
Sta Pal,D.T.S.,Amsterdam,Voetbal,1923,1937,Neutraal
S.T.A. (Sportclub Ter Apel),,Ter Apel,Voetbal,1919,,Neutraal
Staatsmijn Emma,,Hoensbroek,Voetbal,1915,1916,Neutraal
Staatsmijn Hendrik,,Brunssum (Rumpen),Voetbal,1921,1923,Neutraal
Staatsmijn Maurits,,Lutterade (Geleen),Voetbal,1921,1922,Neutraal
Staatsmijnen (zaterdag),,Den Haag,Voetbal,1933,1936,Neutraal
Stabilitas,,Den Bosch,Voetbal,1921,1939,Rooms-katholiek
Stadbroek,,Stadbroek (Sittard),Voetbal,1936,,Rooms-katholiek
Stadhouder Willem III,,Breda,Voetbal,1921,1924,Neutraal
Stadskanaal,,Stadskanaal,Voetbal,1920,,Neutraal
Stadskanaal,,Stadskanaal,Voetbal,1933,,Socialistisch
Stahl,,Rotterdam,Voetbal,1928,,Neutraal
Stampersgat,Concordia,Stampersgat,Voetbal,1920,1942,Rooms-katholiek
Standaard,M.S.V.,Maastricht,Voetbal,1932,,Neutraal
Standaart,,Sittard,Voetbal,1923,1924,Rooms-katholiek
Standdaarbuiten,S.D.O.,Standdaarbuiten,Voetbal,1920,1924,Rooms-katholiek
Standvastigheid,Constantia,Roermond,Voetbal,1925,1931,Neutraal
Statenkwartier,Zwaluwen,Den Haag,Voetbal,1924,1925,Neutraal
Stavast,Spartaan//M.V.V.S.,Middelburg,Voetbal,1915,1926,Neutraal
S.T.B.,,Nijmegen,Voetbal,1929,1933,Rooms-katholiek
S.T.B. (Sportvereeniging Tuindorp Boys),,Enschede,Voetbal,1935,1943,Neutraal
Stedum,,Stedum,Voetbal,1927,1930,Neutraal
Stedum,S.V.S.,Stedum,Voetbal,1935,,Neutraal
Steeds Hoger,Hoensbroek 2,Hoensbroek,Voetbal,1932,1936,Socialistisch
Steeds Hooger,,Hoek van Holland,Voetbal,1932,1934,Socialistisch
Steeds Hooger,,Valkenburg,Voetbal,1931,,Rooms-katholiek
Steeds Hooger,,Oud-Beijerland,Voetbal,1930,,Protestants-christelijk
Steeds Hooger,,Schiedam,Voetbal,1921,,Rooms-katholiek
Steeds Hooger,R.V.V.,Alkemade-Rijpwetering,Voetbal,1933,1939,Rooms-katholiek
Steeds Hooger,Groep A,Utrecht,Voetbal,1930,,Socialistisch
Steeds Hooger,Excelsior,Rotterdam,Voetbal,1907,,Neutraal
Steeds Hooger 's Bosch,,Den Bosch,Voetbal,1936,1936,Neutraal
Steeds Volharden,Volharding,Rotterdam,Voetbal,1912,,Neutraal
Steeds Volharden,,Bergschenhoek,Voetbal,1935,1936,Protestants-christelijk
Steeds Vooruit,,Rotterdam,Voetbal,1931,1945,Neutraal
Steeds Voorwaarts,,Amsterdam,Voetbal,1904,1904,Neutraal
Steeds Voorwaarts,,Santpoort,Voetbal,1931,,Socialistisch
Steeds Voorwaarts,,Putten,Voetbal,1927,1938,Neutraal
Steeds Voorwaarts,S.S.C.,Schipluiden,Voetbal,1932,1939,Rooms-katholiek
ST.E.E.N. (Strijd Trouw Eerlijk En Nobel),,Sint Jansteen,Voetbal,1929,,Rooms-katholiek
S.T.E.E.N. (Strijd Trouw Eerlijk En Nobel),Rapiditas,Sint Jansteen,Voetbal,1929,,Neutraal
S.T.E.E.N. (Strijd Trouw Eerlijk En Nobel),Steensche Boys,Sint Jansteen,Voetbal,1939,,Neutraal
Steenberg,,Hoensbroek,Voetbal,1935,1938,Neutraal
Steenbergen,,Steenbergen,Voetbal,1940,,Rooms-katholiek
Steenbergen,,Steenbergen,Voetbal,1920,1924,Rooms-katholiek
Steenbergen Vooruit,,Steenbergen,Voetbal,1932,,Rooms-katholiek
Steenbergia,,Steenbergen,Voetbal,1927,1930,Neutraal
Steenbergsche Boys,,Steenbergen,Voetbal,1926,1930,Neutraal
Steenbergsche Boys,,Steenbergen,Voetbal,1931,,Rooms-katholiek
Steenbergsche Boys,W.S.V.,Steenbergen,Voetbal,1935,,Neutraal
Steenderen,De Driekleur,Steenderen,Voetbal,1918,1923,Neutraal
Steensel,S.V.V.,Steensel,Voetbal,1934,,Rooms-katholiek
Steenwegsche Boys,,Sittard,Voetbal,1934,1938,Neutraal
Steenwijk,Volharding//S.V.V.,Steenwijk,Voetbal,1913,1916,Neutraal
Steenwijk,K.M.D. (Klein Maar Dapper)//Rood Wit,Steenwijk,Voetbal,1912,,Neutraal
Steggerda,,Steggerda,Voetbal,1933,,Rooms-katholiek
Steggerda,,Steggerda,Voetbal,1933,1938,Neutraal
Steggerda Boys,R.O.H.D.A.,Steggerda,Voetbal,1935,1939,Neutraal
Steijl,,Steijl (Tegelen),Voetbal,1927,,Rooms-katholiek
Steijl,Achilles,Steijl,Voetbal,1912,1919,Neutraal
Stein,,Stein,Voetbal,1930,1940,Neutraal
Stein,Wilhelminia,Stein,Voetbal,1926,,Rooms-katholiek
Stein,,Stein,Voetbal,1931,1933,Rooms-katholiek
Stella,,Zandberg,Voetbal,1938,1945,Rooms-katholiek
Stellendam,S.S.V.,Stellendam,Voetbal,1937,1940,Neutraal
Stevensweert,,Stevensweert,Voetbal,1934,1939,Rooms-katholiek
Stevensweert,,Stevensweert,Voetbal,1940,,Rooms-katholiek
Stevensweertsche Boys,,Stevensweert,Voetbal,1931,,Rooms-katholiek
Stevo (STEeds VOoruit),R.K.V.V. Geesteren,Geesteren Ov,Voetbal,1933,,Rooms-katholiek
Stevo (STeeds VOorwaarts),Steeds Voorwaarts,Amsterdam,Voetbal,1931,,Neutraal
Stevomax,Hercules//Maasstad,Rotterdam,Voetbal,1922,1933,Neutraal
Sticht,,Utrecht,Voetbal,1931,,Socialistisch
Stichtenaren,S.D.O.,Utrecht,Voetbal,1916,1923,Neutraal
Stichtenaren,Leonidas,Utrecht,Voetbal,1929,,Neutraal
Stichtsche Boys,N.A.S.,Utrecht,Voetbal,1916,,Neutraal
Stiens,O.D.I.O.,Stiens,Voetbal,1932,,Neutraal
Still Going Strong,,Den Haag?,Voetbal,1940,1940,Neutraal
Stiphout,,Stiphout (Helmond),Voetbal,1931,,Rooms-katholiek
Stiphout Vooruit,,Stiphout (Helmond),Voetbal,1935,,Rooms-katholiek
Stiphout Vooruit,,Stiphout (Helmond),Voetbal,1931,,Rooms-katholiek
S.T.O.,S.K.V.,Amsterdam,Voetbal,1923,1926,Neutraal
S.T.O.G.,,Sint Jansteen,Voetbal,1940,1941,Neutraal
Stokkum,Rood Wit,Stokkum,Voetbal,1924,,Rooms-katholiek
Stokkum,,Stokkum,Voetbal,1934,1936,Rooms-katholiek
Stokkum,,Stokkum,Voetbal,1921,1923,Rooms-katholiek
Stokvis,,Arnhem,Voetbal,1913,1916,Neutraal
Stokvis,,Leeuwarden,Voetbal,1939,1941,Neutraal
Stokvisschen,De Adelaars,Deventer,Voetbal,1923,1924,Neutraal
Stolwijk,,Stolwijk,Voetbal,1921,1928,Neutraal
Stolwijk,S.S.V.,Stolwijk,Voetbal,1932,,Neutraal
Stoppeldijk,,Stoppeldijk (Hontenisse),Voetbal,1932,1937,Neutraal
Stormers,,Schiedam,Voetbal,1925,1930,Protestants-christelijk
Stormveld,Fortuna,Velseroord (IJmuiden),Voetbal,1921,1928,Neutraal
Stormvogels,,Schiedam,Voetbal,1926,,Protestants-christelijk
Stormvogels,,Rijssen,Voetbal,1934,1935,Protestants-christelijk
Stormvogels,,Den Helder,Voetbal,1933,1933,Protestants-christelijk
Stormvogels,,Groesbeek,Voetbal,1931,,Rooms-katholiek
Stormvogels,,Nijmegen,Voetbal,1930,,Socialistisch
Stormvogels,,Wilnis,Voetbal,1928,,Rooms-katholiek
Stormvogels,,Apeldoorn,Voetbal,1932,,Socialistisch
Stormvogels,,Obbicht,Voetbal,1921,,Rooms-katholiek
Stormvogels,,IJmuiden,Voetbal,1912,,Neutraal
Stormvogels,,Spanbroek Opmeer,Voetbal,1921,,Neutraal
Stormvogels,,Workum,Voetbal,1933,,Protestants-christelijk
Stormvogels,,Oudega,Voetbal,1925,,Protestants-christelijk
Stormvogels,Siebengewald,Siebengewald,Voetbal,1928,,Rooms-katholiek
Stormvogels,,Nunspeet,Voetbal,1932,,Protestants-christelijk
Stormvogels,,Groningen?,Voetbal,1934,1934,Neutraal
Stormvogels,,Bergeijk,Voetbal,1931,1932,Rooms-katholiek
Stormvogels,D.E.T.O.,Middelburg,Voetbal,1934,,Rooms-katholiek
Stormvogels,,Strucht-Schin op Geul,Voetbal,1922,1929,Rooms-katholiek
Stormvogels,,Eindhoven,Voetbal,1926,1933,Rooms-katholiek
S.T.P.,,Den Haag,Voetbal,1937,1941,Rooms-katholiek
Strandvogels,,Onderdijk (Wervershoof),Voetbal,1932,,Rooms-katholiek
Strandvogels,,Bovenkarspel,Voetbal,1931,1941,Neutraal
Strandvogels (zaterdag),,Spakenburg,Voetbal,1933,,Neutraal
Stratum,Olympia,Stratum (Eindhoven),Voetbal,1925,1928,Neutraal
Strijen,Be Quick,Strijen,Voetbal,1921,,Neutraal
Strijen-Sas,V.I.O.S.,Strijensas,Voetbal,1933,1940,Neutraal
Strijp,,Eindhoven,Voetbal,1921,1926,Neutraal
Stroobos,,Stroobos,Voetbal,1934,1936,Neutraal
Stroodorp,S.D.O.,Rotterdam,Voetbal,1924,1928,Neutraal
Studebaker (zaterdag),Mavi,Den Haag,Voetbal,1933,1939,Neutraal
Studio,,Doornenburg,Voetbal,1924,1942,Rooms-katholiek
S.T.V.,,Eindhoven,Voetbal,1938,,Rooms-katholiek
St&#226;nfries,U.D.I.,Leeuwarden,Voetbal,1908,1916,Neutraal
St&#226;nfries,Vitesse,Sneek,Voetbal,1920,1925,Neutraal
St&#226;nfries,Vitesse//Friso//Appelscha,Appelscha,Voetbal,1931,,Neutraal
Succes,,Hippolytushoef (Wieringen),Voetbal,1924,,Neutraal
Suestra,,Susteren,Voetbal,1918,1932,Rooms-katholiek
Sumatra Boys,,Amsterdam,Voetbal,1933,1940,Neutraal
Sunlight,,Vlaardingen,Voetbal,1926,,Neutraal
Sunrise,,Rotterdam,Voetbal,1930,,Neutraal
Supervise (zaterdag),,Rotterdam,Voetbal,1921,1938,Neutraal
Surhuisterveen,,Surhuisterveen,Voetbal,1935,,Neutraal
Surinam Boys,,Amsterdam,Voetbal,1935,1942,Neutraal
Suriname Boys,,Amsterdam ?,Voetbal,1936,1938,Neutraal
Sursum Corda,,Tilburg,Voetbal,1918,1925,Rooms-katholiek
Susteren,Excelsior,Susteren,Voetbal,1927,1931,Neutraal
Susteren,,Susteren,Voetbal,1922,1923,Rooms-katholiek
Susteren,Juliana,Susteren,Voetbal,1930,1939,Rooms-katholiek
Sustersche Boys,,Susteren,Voetbal,1928,1929,Rooms-katholiek
S.V. 1934,H.V.V.V.,Haarlem,Voetbal,1934,,Neutraal
S.V. Concordia,,Eindhoven,Voetbal,1929,,Rooms-katholiek
S.V. Dinkhuyzen,,Den Haag,Voetbal,1937,1942,Neutraal
S.V. Ouwerkerk,,Ouwerkerk,Voetbal,1940,,Neutraal
S.V.A.,,Rotterdam,Voetbal,1940,1940,Neutraal
S.V.A.,H.S.V.,Hoogezand,Voetbal,1926,1931,Neutraal
S.V.A.,,Amsterdam,Voetbal,1933,1937,Neutraal
S.V.A.,Brabantia,Amsterdam,Voetbal,1922,1926,Neutraal
S.V.A. (Sport Vereeniging Assendelft),,Assendelft,Voetbal,1932,,Rooms-katholiek
S.V.A.C.,,Amsterdam,Voetbal,1940,1941,Neutraal
S.V.B.,S.V.B. (Sport Vereeniging Vriesbuur)//Vriesbuur,Amsterdam,Voetbal,1924,1932,Neutraal
S.V.B.,,Blerick,Voetbal,1930,,Rooms-katholiek
S.V.B. (Sport Verwekt Broederschap),Vriesbuur//H.S.V.B.,Amsterdam,Voetbal,1924,1942,Neutraal
S.V.C.,,Den Haag,Voetbal,1932,,Socialistisch
S.V.C.,,Schoonebeek,Voetbal,1924,1925,Neutraal
S.V.C.,,Eindhoven,Voetbal,1931,,Neutraal
S.V.C.,,Caberg (Maastricht),Voetbal,1927,,Rooms-katholiek
S.V.C.,,Rotterdam,Voetbal,1934,1941,Socialistisch
S.V.C,,Steenbergen,Voetbal,1918,,Rooms-katholiek
S.V.C.,,Winterswijk,Voetbal,1920,1922,Neutraal
S.V.C.,S.H.C.,Den Haag,Voetbal,1911,1940,Neutraal
S.V.C.,,Sittard,Voetbal,1911,1912,Neutraal
S.V.C.,,Spaubeek,Voetbal,1928,,Rooms-katholiek
S.V.C. (Standdaarbuitensche Voetbal Club) ,,Standdaarbuiten,Voetbal,1938,,Rooms-katholiek
S.V.C.A.B.S. (Sport Vereeniging Christelijke AmBachtsSchool),,Den Haag,Voetbal,1941,1942,Neutraal
S.V.D.,Steeds Voorwaarts,Dieren,Voetbal,1915,1918,Neutraal
S.V.D.,D.O.S.,Den Bosch,Voetbal,1929,1945,Rooms-katholiek
S.V.D.,,Den Haag,Voetbal,1937,,Neutraal
S.V.D.B.,Van den Bergh//V.D.B.,Rotterdam,Voetbal,1910,1942,Neutraal
S.V.D.P.W. (Schiedamsche Voetbalclub Door Plicht Winnen),C.S.S.V.,Schiedam,Voetbal,1930,,Neutraal
S.V.E.,,Warmond-Sassenheim,Voetbal,1921,1922,Neutraal
S.V.E.,,onbekend,Voetbal,1936,1937,Socialistisch
S.V.E.,L.C.B.,Den Haag,Voetbal,1937,1938,Neutraal
S.V.E.C.I.,,Den Haag,Voetbal,1938,1941,Neutraal
S.V.F. (Sport Vereeniging Franciscus),D.V.S.,Amsterdam,Voetbal,1920,1936,Rooms-katholiek
S.V.G.,S.V.C.,Sneek,Voetbal,1911,1915,Neutraal
S.V.G.,,Sneek,Voetbal,1919,1926,Neutraal
S.V.G.,,Goedereede,Voetbal,1932,1938,Neutraal
S.V.G. (Sport Vereeniging Gasthuisstraat),R.O.D.A.,Tilburg,Voetbal,1927,,Rooms-katholiek
S.V.G.E.B. (Sport Vereeniging Gem. Electrisch Bedrijf) (zondag en zaterdag),,Den Haag,Voetbal,1934,1945,Neutraal
S.V.G.T.,,Loosduinen (Den Haag),Voetbal,1935,,Neutraal
S.V.H.,,Heerlen,Voetbal,1938,1939,Neutraal
S.V.H.,,Heerlen,Voetbal,1938,1938,Rooms-katholiek
S.V.H. (Sport Vereeniging Halfweg),V.V.H.,Loosduinen (Den Haag),Voetbal,1929,,Neutraal
